steps,time,reward,delta,converged
1,0.005874976888834107,-4.4399999999999995,0.605,False
2,0.004460257486042435,-4.4399999999999995,0,False
3,0.0043492448772224235,-4.4399999999999995,0,False
4,0.004882974537421125,-4.4399999999999995,0,False
5,0.004899172106679565,-4.4399999999999995,0,False
6,0.0045677145308788865,-4.4399999999999995,0,False
7,0.004378084451755734,-4.4399999999999995,0,False
8,0.004884949850745321,-4.4399999999999995,0,False
9,0.004722974158160968,-4.4399999999999995,0,False
10,0.004383220266398653,-4.4399999999999995,0,False
11,0.004602875108049638,-4.4399999999999995,0,False
12,0.004547171272307207,-4.4399999999999995,0,True
